date,mkt,name,offer,price,shares,symbol
2/8/2011,American Stock Exchange,"CHINA CENTURY DRAGON MEDIA, INC.","$6,300,000",$5.25,"1,200,000",CDM
2/4/2011,NASDAQ,MMODAL INC.,"$36,000,000",$8,"4,500,000",MEDH
2/4/2011,NASDAQ,"BG MEDICINE, INC.","$35,000,000",$7,"5,000,000",BGMD
2/4/2011,NASDAQ,ENDOCYTE INC,"$75,000,000",$6,"12,500,000",ECYT
2/3/2011,NASDAQ,"PACIRA PHARMACEUTICALS, INC.","$42,000,000",$7,"6,000,000",PCRX
2/3/2011,NASDAQ,TRUNKBOW INTERNATIONAL HOLDINGS LTD,"$20,000,000",$5,"4,000,000",TBOW
2/3/2011,NASDAQ,WRIGHT MEDICAL GROUP N.V.,"$166,250,000",$19,"8,750,000",TRNX
2/2/2011,NASDAQ,EPOCRATES INC,"$85,760,000",$16,"5,360,000",EPOC
2/2/2011,New York Stock Exchange,NEOPHOTONICS CORP,"$82,500,000",$11,"7,500,000",NPTN
2/1/2011,New York Stock Exchange,TEUCRIUM COMMODITY TRUST,"$1,000,000,000",$25,"40,000,000",NAGS
1/28/2011,New York Stock Exchange,ADECOAGRO S.A.,"$314,285,708",$11,"28,571,428",AGRO
1/28/2011,NASDAQ,BCD SEMICONDUCTOR MANUFACTURING LTD,"$63,000,000",$10.50,"6,000,000",BCDS
1/28/2011,New York Stock Exchange,"BANKUNITED, INC.","$783,000,000",$27,"29,000,000",BKU
1/28/2011,New York Stock Exchange,INTERXION HOLDING N.V.,"$264,878,276",$13,"20,375,252",INXN
1/28/2011,NASDAQ,VELTI PLC,"$150,216,096",$12,"12,518,008",VELT
1/26/2011,New York Stock Exchange,NIELSEN HOLDINGS PLC,"$1,642,857,156",$23,"71,428,572",NLSN
1/26/2011,New York Stock Exchange,LEAF GROUP LTD.,"$151,300,000",$17,"8,900,000",DMD
1/25/2011,NASDAQ,"TIBET PHARMACEUTICALS, INC.","$16,500,000",$5.50,"3,000,000",TBET
1/14/2011,New York Stock Exchange,ETFS ASIAN GOLD TRUST,"$1,160,250,000",$136.50,"8,500,000",AGOL
1/13/2011,New York Stock Exchange,"AMERICAN ASSETS TRUST, INC.","$563,750,000",$20.50,"27,500,000",AAT
12/21/2010,NASDAQ,OSSEN INNOVATION CO. LTD.,"$22,500,000",$4.50,"5,000,000",OSN
12/17/2010,New York Stock Exchange,"QR ENERGY, LP","$300,000,000",$20,"15,000,000",QRE
12/17/2010,NASDAQ,"ASSEMBLY BIOSCIENCES, INC.","$17,400,000",$6,"2,900,000",VTUS
12/17/2010,New York Stock Exchange,FORTEGRA FINANCIAL CORP,"$66,000,000",$11,"6,000,000",FRF
12/16/2010,New York Stock Exchange,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,"$806,300,000",$11,"73,300,000",SWFT
12/15/2010,New York Stock Exchange,"WALKER & DUNLOP, INC.","$100,000,000",$10,"10,000,000",WD
12/15/2010,NASDAQ,"RIGNET, INC.","$60,000,000",$12,"5,000,000",RNET
12/15/2010,New York Stock Exchange,FLEETCOR TECHNOLOGIES INC,"$291,525,000",$23,"12,675,000",FLT
12/15/2010,New York Stock Exchange,"GAIN CAPITAL HOLDINGS, INC.","$81,000,000",$9,"9,000,000",GCAP
12/14/2010,New York Stock Exchange,ISOFTSTONE HOLDINGS LTD,"$140,833,342",$13,"10,833,334",ISS
12/10/2010,New York Stock Exchange,LENTUO INTERNATIONAL INC.,"$52,000,000",$8,"6,500,000",LAS
12/10/2010,OTCBB,FLATWORLD ACQUISITION CORP.,"$22,000,000",$10,"2,200,000",FTWAU
12/10/2010,NASDAQ,SKY-MOBI LTD,"$58,000,000",$8,"7,250,000",MOBI
12/9/2010,NASDAQ,BONA FILM GROUP LTD,"$99,790,000",$8.50,"11,740,000",BONA
12/8/2010,American Stock Exchange,CTPARTNERS EXECUTIVE SEARCH INC.,"$29,999,996",$13,"2,307,692",CTP
12/8/2010,New York Stock Exchange,E-COMMERCE CHINA DANGDANG INC.,"$272,000,000",$16,"17,000,000",DANG
12/8/2010,NASDAQ,SEMILEDS CORP,"$89,250,000",$17,"5,250,000",LEDS
12/8/2010,New York Stock Exchange,YOUKU TUDOU INC.,"$202,850,560",$12.80,"15,847,700",YOKU
12/7/2010,New York Stock Exchange,TARGA RESOURCES CORP.,"$360,250,000",$22,"16,375,000",TRGP
12/3/2010,New York Stock Exchange,ETFS WHITE METALS BASKET TRUST,"$485,400,000",$48.54,"10,000,000",WITE
12/2/2010,New York Stock Exchange,"GLOBAL BROKERAGE, INC.","$210,840,000",$14,"15,060,000",FXCM
11/26/2010,NASDAQ,GLOBUS MARITIME LTD,"$70,961,712",$11.60,"6,117,389",GLBS
11/24/2010,NASDAQ,"ANACOR PHARMACEUTICALS, INC.","$60,000,000",$5,"12,000,000",ANAC
11/24/2010,OTCBB,L&L ACQUISITION CORP.,"$40,000,000",$10,"4,000,000",LLAQU
11/24/2010,New York Stock Exchange,SYSWIN INC.,"$67,200,000",$7,"9,600,000",SYSW
11/23/2010,New York Stock Exchange,DUNXIN FINANCIAL HOLDINGS LTD,"$88,000,000",$11,"8,000,000",XNY
11/23/2010,NASDAQ,"ZOGENIX, INC.","$56,000,000",$4,"14,000,000",ZGNX
11/19/2010,New York Stock Exchange,AEROFLEX HOLDING CORP.,"$232,875,000",$13.50,"17,250,000",ARX
11/19/2010,OTCBB,TILE SHOP HOLDINGS INC,"$125,000,000",$10,"12,500,000",JWCAU
11/19/2010,NASDAQ,LIZHAN ENVIRONMENTAL CORP,"$10,000,000",$4,"2,500,000",LZEN
11/18/2010,NASDAQ,"SIMPLICITY BANCORP, INC.","$99,187,500",$10,"9,918,750",KFFG
11/18/2010,New York Stock Exchange,GENERAL MOTORS CO,"$15,774,000,000",$33,"478,000,000",GM
11/18/2010,NASDAQ,LPL FINANCIAL HOLDINGS INC.,"$469,724,460",$30,"15,657,482",LPLA
11/17/2010,New York Stock Exchange,BOOZ ALLEN HAMILTON HOLDING CORP,"$238,000,000",$17,"14,000,000",BAH
11/17/2010,New York Stock Exchange,BITAUTO HOLDINGS LTD,"$127,200,000",$12,"10,600,000",BITA
11/16/2010,Nasdaq Smallcap Market,AUSTRALIA ACQUISITION CORP,"$64,000,000",$10,"6,400,000",AACOU
11/11/2010,New York Stock Exchange,INPHI CORP,"$81,600,000",$12,"6,800,000",IPHI
11/11/2010,NASDAQ,COMPLETE GENOMICS INC,"$54,000,000",$9,"6,000,000",GNOM
11/10/2010,New York Stock Exchange,HOWARD HUGHES CORP,"$708,842,137",$36.90,"19,209,814",HHC
11/10/2010,New York Stock Exchange,NOAH HOLDINGS LTD,"$100,800,000",$12,"8,400,000",NOAH
11/5/2010,NASDAQ,PRIMO WATER CORP,"$99,999,996",$12,"8,333,333",PRMW
11/5/2010,NASDAQ,"FRESH MARKET, INC.","$289,850,000",$22,"13,175,000",TFM
11/4/2010,New York Stock Exchange,COSTAMARE INC.,"$159,600,000",$12,"13,300,000",CMRE
11/3/2010,NASDAQ,SINOTECH ENERGY LTD,"$167,763,157",$8.50,"19,736,842",CTE
11/3/2010,NASDAQ,SODASTREAM INTERNATIONAL LTD.,"$108,947,360",$20,"5,447,368",SODA
11/2/2010,New York Stock Exchange,XUEDA EDUCATION GROUP,"$127,585,000",$9.50,"13,430,000",XUE
11/1/2010,NASDAQ,"SP BANCORP, INC.","$17,250,000",$10,"1,725,000",SPBC
10/29/2010,NASDAQ,LE GAGA HOLDINGS LTD,"$103,280,191",$9.50,"10,871,599",GAGA
10/29/2010,New York Stock Exchange,SPROTT PHYSICAL SILVER TRUST,"$500,000,000",$10,"50,000,000",PSLV
10/28/2010,New York Stock Exchange,"EXAMWORKS GROUP, INC.","$164,800,000",$16,"10,300,000",EXAM
10/28/2010,New York Stock Exchange,SEACUBE CONTAINER LEASING LTD.,"$95,000,000",$10,"9,500,000",BOX
10/27/2010,NASDAQ,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.","$200,000,000",$16,"12,500,000",PACB
10/26/2010,NASDAQ,MECOX LANE LTD,"$129,171,427",$11,"11,742,857",MCOX
10/22/2010,New York Stock Exchange,ETFS PRECIOUS METALS BASKET TRUST,"$1,398,240,000",$77.68,"18,000,000",GLTR
10/22/2010,NASDAQ,"AEGERION PHARMACEUTICALS, INC.","$47,500,000",$9.50,"5,000,000",AEGR
10/21/2010,NASDAQ,"FOODFIRST GLOBAL RESTAURANTS, INC.","$140,000,000",$14,"10,000,000",BBRG
10/21/2010,NASDAQ,"VERA BRADLEY, INC.","$176,000,000",$16,"11,000,000",VRA
10/20/2010,New York Stock Exchange,TAL EDUCATION GROUP,"$120,000,000",$10,"12,000,000",XRS
10/19/2010,New York Stock Exchange,SHANGPHARMA CORP,"$87,000,000",$15,"5,800,000",SHP
10/19/2010,NASDAQ,"NETSPEND HOLDINGS, INC.","$203,896,473",$11,"18,536,043",NTSP
10/15/2010,NASDAQ,BODY CENTRAL CORP,"$65,000,000",$13,"5,000,000",BODY
10/15/2010,OTCBB,XZERES CORP.,"$7,329,270",$1.20,"6,107,725",XWND
10/15/2010,New York Stock Exchange,"TOWER INTERNATIONAL, INC.","$81,250,000",$13,"6,250,000",TOWR
10/14/2010,New York Stock Exchange,"CAMPUS CREST COMMUNITIES, INC.","$354,166,663",$12.50,"28,333,333",CCG
10/12/2010,OTCBB,"HICKS ACQUISITION CO II, INC.","$150,000,000",$10,"15,000,000",HKACU
10/8/2010,NASDAQ,GLOBAL EDUCATION & TECHNOLOGY GROUP LTD,"$66,937,500",$10.50,"6,375,000",GEDU
10/8/2010,New York Stock Exchange,ELLINGTON FINANCIAL LLC,"$101,250,000",$22.50,"4,500,000",EFC
10/8/2010,Nasdaq Smallcap Market,"NET ELEMENT, INC.","$40,000,000",$10,"4,000,000",CAZAU
10/7/2010,New York Stock Exchange,DAQO NEW ENERGY CORP.,"$76,000,000",$9.50,"8,000,000",DQ
10/7/2010,Nasdaq Smallcap Market,STANDARD AVB FINANCIAL CORP.,"$34,500,000",$10,"3,450,000",STND
10/1/2010,NASDAQ,CHINACACHE INTERNATIONAL HOLDINGS LTD.,"$84,247,622",$13.90,"6,060,980",CCIH
10/1/2010,NASDAQ,KEYW HOLDING CORP,"$91,000,000",$10,"9,100,000",KEYW
9/30/2010,New York Stock Exchange,ELSTER GROUP SE,"$210,600,000",$13,"16,200,000",ELT
9/30/2010,New York Stock Exchange,RHINO RESOURCE PARTNERS LP,"$66,502,000",$20.50,"3,244,000",RNO
9/28/2010,NASDAQ,"AMYRIS, INC.","$84,800,000",$16,"5,300,000",AMRS
9/28/2010,New York Stock Exchange,"COUNTRY STYLE COOKING RESTAURANT CHAIN CO., LTD.","$82,500,000",$16.50,"5,000,000",CCSC
9/24/2010,NASDAQ,SCIQUEST INC,"$57,000,000",$9.50,"6,000,000",SQI
9/23/2010,New York Stock Exchange,CORESITE REALTY CORP,"$270,400,000",$16,"16,900,000",COR
9/17/2010,New York Stock Exchange,FANG HOLDINGS LTD,"$124,662,615",$42.50,"2,933,238",SFUN
8/26/2010,American Stock Exchange,WHITESTONE REIT,"$26,400,000",$12,"2,200,000",WSR
8/13/2010,NASDAQ,"ELECTROMED, INC.","$6,800,000",$4,"1,700,000",ELMD
8/12/2010,NASDAQ,MAKEMYTRIP LTD,"$70,000,000",$14,"5,000,000",MMYT
8/12/2010,NASDAQ,REALPAGE INC,"$135,300,000",$11,"12,300,000",RP
8/11/2010,New York Stock Exchange,CHINA KANGHUI HOLDINGS,"$68,418,750",$10.25,"6,675,000",KH
8/11/2010,NASDAQ,MEDIAMIND TECHNOLOGIES INC.,"$57,500,000",$11.50,"5,000,000",MDMD
8/10/2010,New York Stock Exchange,UNITED STATES COMMODITY INDEX FUNDS TRUST,"$2,500,000,000",$50,"50,000,000",USCI
8/6/2010,New York Stock Exchange,"INTRALINKS HOLDINGS, INC.","$143,000,000",$13,"11,000,000",IL
8/6/2010,NASDAQ,NXP SEMICONDUCTORS N.V.,"$476,000,000",$14,"34,000,000",NXPI
8/6/2010,NASDAQ,NUPATHE INC.,"$50,000,000",$10,"5,000,000",PATH
8/5/2010,NASDAQ,"G-ESTATE LIQUIDATION STORES, INC.","$58,928,573",$11,"5,357,143",GMAN
8/5/2010,New York Stock Exchange,AMBOW EDUCATION HOLDING LTD.,"$106,772,070",$10,"10,677,207",AMBO
8/5/2010,NASDAQ,D. MEDICAL INDUSTRIES LTD.,"$10,506,342",$7,"1,500,906",DMED
8/3/2010,NASDAQ,TRIUS THERAPEUTICS INC,"$50,000,000",$5,"10,000,000",TSRX
7/29/2010,New York Stock Exchange,WILLIAMS PARTNERS L.P.,"$446,250,000",$21,"21,250,000",CHKM
7/29/2010,New York Stock Exchange,"ENVESTNET, INC.","$63,000,000",$9,"7,000,000",ENV
7/29/2010,New York Stock Exchange,"MOLYCORP, INC.","$393,750,000",$14,"28,125,000",MCP
7/22/2010,New York Stock Exchange,GREEN DOT CORP,"$164,089,800",$36,"4,558,050",GDOT
7/22/2010,New York Stock Exchange,"AMERESCO, INC.","$86,968,200",$10,"8,696,820",AMRC
7/21/2010,New York Stock Exchange,CAMELOT INFORMATION SYSTEMS INC.,"$146,666,674",$11,"13,333,334",CIS
7/20/2010,NASDAQ,"RENMIN TIANLI GROUP, INC.","$12,000,000",$6,"2,000,000",OINK
7/16/2010,NASDAQ,QLIK TECHNOLOGIES INC,"$112,000,000",$10,"11,200,000",QLIK
7/16/2010,New York Stock Exchange,REALD INC.,"$200,000,000",$16,"12,500,000",RLD
7/15/2010,NASDAQ,SMART TECHNOLOGIES INC.,"$660,110,000",$17,"38,830,000",SMT
7/14/2010,New York Stock Exchange,"WESTMORELAND RESOURCE PARTNERS, LP","$161,875,000",$18.50,"8,750,000",OXF
7/1/2010,New York Stock Exchange,ENERGY CORP OF AMERICA,"$176,050,000",$20,"8,802,500",ECT
7/1/2010,NASDAQ,AUTONAVI HOLDINGS LTD,"$107,812,500",$12.50,"8,625,000",AMAP
6/30/2010,NASDAQ,PACTERA TECHNOLOGY INTERNATIONAL LTD.,"$74,000,000",$10,"7,400,000",HSFT
6/29/2010,NASDAQ,"TESLA, INC.","$226,100,000",$17,"13,300,000",TSLA
6/25/2010,New York Stock Exchange,FABRINET,"$85,000,000",$10,"8,500,000",FN
6/24/2010,New York Stock Exchange,"HUDSON PACIFIC PROPERTIES, INC.","$217,600,000",$17,"12,800,000",HPP
6/22/2010,American Stock Exchange,"XPRESSPA GROUP, INC.","$11,003,200",$4.60,"2,392,000",VRNGU
6/18/2010,NASDAQ,MOTRICITY INC,"$60,000,000",$10,"6,000,000",MOTR
6/18/2010,American Stock Exchange,"CHINA INTELLIGENT LIGHTING & ELECTRONICS, INC.","$10,050,000",$3,"3,350,000",CIL
6/17/2010,New York Stock Exchange,OASIS PETROLEUM INC.,"$588,000,000",$14,"42,000,000",OAS
6/17/2010,New York Stock Exchange,"HIGHER ONE HOLDINGS, INC.","$108,000,000",$12,"9,000,000",ONE
6/16/2010,NASDAQ,"BROADSOFT, INC.","$67,500,000",$9,"7,500,000",BSFT
6/15/2010,NASDAQ,"CBOE GLOBAL MARKETS, INC.","$339,300,000",$29,"11,700,000",CBOE
6/11/2010,New York Stock Exchange,CHINA NEW BORUN CORP,"$40,075,000",$7,"5,725,000",BORN
6/9/2010,New York Stock Exchange,TEUCRIUM COMMODITY TRUST,"$750,000,000",$25,"30,000,000",CORN
6/3/2010,OTCBB,GHN AGRISPAN HOLDING CO,"$42,500",$0.05,"850,000",GHNA
6/2/2010,New York Stock Exchange,"UNITED STATES BRENT OIL FUND, LP","$2,548,500,000",$50.97,"50,000,000",BNO
5/28/2010,NASDAQ,"GENMARK DIAGNOSTICS, INC.","$27,600,000",$6,"4,600,000",GNMK
5/27/2010,OTCBB,"GLOBAL MOBILETECH, INC.","$375,000",$0.25,"1,500,000",GLMB
5/20/2010,OTCBB,"CRUMBS BAKE SHOP, INC.","$50,000,000",$10,"5,000,000",SQTCU
5/14/2010,New York Stock Exchange,NORANDA ALUMINUM HOLDING CORP,"$80,000,000",$8,"10,000,000",NOR
5/14/2010,New York Stock Exchange,"JINKOSOLAR HOLDING CO., LTD.","$64,185,000",$11,"5,835,000",JKS
5/14/2010,NASDAQ,KINGTONE WIRELESSINFO SOLUTION HOLDING LTD,"$16,000,000",$4,"4,000,000",KONE
5/13/2010,New York Stock Exchange,"EXPRESS, INC.","$272,000,000",$17,"16,000,000",EXPR
5/13/2010,New York Stock Exchange,"ROADRUNNER TRANSPORTATION SYSTEMS, INC.","$148,409,016",$14,"10,600,644",RRTS
5/13/2010,NASDAQ,"TELENAV, INC.","$56,000,000",$8,"7,000,000",TNAV
5/12/2010,New York Stock Exchange,NISKA GAS STORAGE PARTNERS LLC,"$358,750,000",$20.50,"17,500,000",NKA
5/5/2010,NASDAQ,CHARM COMMUNICATIONS INC.,"$74,218,750",$9.50,"7,812,500",CHRM
5/5/2010,New York Stock Exchange,"DOUGLAS DYNAMICS, INC","$112,500,000",$11.25,"10,000,000",PLOW
5/4/2010,Nasdaq Smallcap Market,S&W SEED CO,"$15,400,000",$11,"1,400,000",SANWU
5/3/2010,OTCBB,PRECISION THERAPEUTICS INC.,"$4,560,761",$0.35,"13,030,747",BIOR
4/30/2010,New York Stock Exchange,PAA NATURAL GAS STORAGE LP,"$251,980,000",$21.50,"11,720,000",PNG
4/29/2010,NASDAQ,"CONVIO, INC.","$46,194,552",$9,"5,132,728",CNVO
4/29/2010,NASDAQ,ALPHA & OMEGA SEMICONDUCTOR LTD,"$91,547,730",$18,"5,085,985",AOSL
4/23/2010,New York Stock Exchange,"EXCEL TRUST, INC.","$210,000,000",$14,"15,000,000",EXL
4/22/2010,New York Stock Exchange,GLOBAL GEOPHYSICAL SERVICES INC,"$90,000,000",$12,"7,500,000",GGS
4/22/2010,OTCBB,"EPCYLON TECHNOLOGIES, INC.","$27,500,000",$2.50,"11,000,000",LOTI
4/22/2010,NASDAQ,MITEL NETWORKS CORP,"$147,368,424",$14,"10,526,316",MITL
4/22/2010,NASDAQ,CODEXIS INC,"$78,000,000",$13,"6,000,000",CDXS
4/22/2010,NASDAQ,ALIMERA SCIENCES INC,"$72,050,000",$11,"6,550,000",ALIM
4/22/2010,NASDAQ,LIANLUO SMART LTD,"$12,000,000",$8,"1,500,000",DHRM
4/22/2010,NASDAQ,DYNAVOX INC.,"$140,625,000",$15,"9,375,000",DVOX
4/22/2010,NASDAQ,SPS COMMERCE INC,"$49,160,328",$12,"4,096,694",SPSC
4/22/2010,OTCBB,MUSCLEPHARM CORP,"$1,998,509",$0.12,"16,654,238",TTWZ
4/20/2010,NASDAQ,REACHLOCAL INC,"$54,166,671",$13,"4,166,667",RLOC
4/20/2010,New York Stock Exchange,R1 RCM INC.,"$120,000,000",$12,"10,000,000",AH
4/16/2010,New York Stock Exchange,CHATHAM LODGING TRUST,"$150,000,000",$20,"7,500,000",CLDT
4/9/2010,New York Stock Exchange,METALS USA HOLDINGS CORP.,"$239,952,615",$21,"11,426,315",MUSA
4/9/2010,NASDAQ,TENGION INC,"$30,000,000",$5,"6,000,000",TNGN
4/1/2010,New York Stock Exchange,"PRIMERICA, INC.","$320,400,000",$15,"21,360,000",PRI
3/31/2010,NASDAQ,MERU NETWORKS INC,"$65,801,760",$15,"4,386,784",MERU
3/31/2010,NASDAQ,SS&C TECHNOLOGIES HOLDINGS INC,"$160,875,000",$15,"10,725,000",SSNC
3/31/2010,New York Stock Exchange,SCORPIO TANKERS INC.,"$162,500,000",$13,"12,500,000",STNG
3/26/2010,NASDAQ,HUAZHU GROUP LTD,"$110,250,000",$12.25,"9,000,000",HTHT
3/25/2010,American Stock Exchange,CORMEDIX INC.,"$12,512,500",$6.50,"1,925,000",CRMD
3/24/2010,NASDAQ,FIRST INTERSTATE BANCSYSTEM INC,"$145,000,000",$14.50,"10,000,000",FIBK
3/24/2010,New York Stock Exchange,"CALIX, INC","$82,276,116",$13,"6,328,932",CALX
3/24/2010,New York Stock Exchange,MAXLINEAR INC,"$90,217,400",$14,"6,444,100",MXL
3/16/2010,NASDAQ,"FINANCIAL ENGINES, LLC","$127,200,000",$12,"10,600,000",FNGN
3/12/2010,New York Stock Exchange,CRUDE CARRIERS CORP.,"$256,500,000",$19,"13,500,000",CRU
3/12/2010,NASDAQ,AVEO PHARMACEUTICALS INC,"$81,000,000",$9,"9,000,000",AVEO
3/11/2010,New York Stock Exchange,SENSATA TECHNOLOGIES HOLDING PLC,"$568,800,000",$18,"31,600,000",ST
3/10/2010,New York Stock Exchange,BALTIC TRADING LTD,"$228,200,000",$14,"16,300,000",BALT
3/1/2010,NASDAQ,ANTHERA PHARMACEUTICALS INC,"$42,000,000",$7,"6,000,000",ANTH
2/26/2010,New York Stock Exchange,SPROTT PHYSICAL GOLD TRUST,"$400,000,000",$10,"40,000,000",PHYS
2/17/2010,OTCBB,"ENSIGN SERVICES, INC.","$5,155,950",$1.50,"3,437,300",ESVC
2/11/2010,New York Stock Exchange,GENERAC HOLDINGS INC.,"$243,750,000",$13,"18,750,000",GNRC
2/11/2010,New York Stock Exchange,GRAHAM PACKAGING CO INC.,"$166,666,670",$10,"16,666,667",GRM
2/11/2010,NASDAQ,"QUINSTREET, INC","$150,000,000",$15,"10,000,000",QNST
2/10/2010,New York Stock Exchange,TERRENO REALTY CORP,"$175,000,000",$20,"8,750,000",TRNO
2/10/2010,New York Stock Exchange,"PIEDMONT OFFICE REALTY TRUST, INC.","$174,000,000",$14.50,"12,000,000",PDM
2/3/2010,NASDAQ,IRONWOOD PHARMACEUTICALS INC,"$187,500,004",$11.25,"16,666,667",IRWD
1/29/2010,NASDAQ,"CHINA ELECTRIC MOTOR, INC.","$22,500,000",$4.50,"5,000,000",CELM
1/28/2010,New York Stock Exchange,IFM INVESTMENTS LTD,"$87,412,500",$7,"12,487,500",CTC
1/26/2010,NASDAQ,ANDATEE CHINA MARINE FUEL SERVICES CORP,"$19,750,002",$6.30,"3,134,921",AMCF
1/25/2010,New York Stock Exchange,CHINA HYDROELECTRIC CORP,"$96,000,000",$16,"6,000,000",CHC
1/22/2010,New York Stock Exchange,CHESAPEAKE LODGING TRUST,"$150,000,000",$20,"7,500,000",CHSP
1/22/2010,New York Stock Exchange,"CELLU TISSUE HOLDINGS, INC.","$107,900,000",$13,"8,300,000",CLU
1/22/2010,New York Stock Exchange,SYMETRA FINANCIAL CORP,"$364,800,000",$12,"30,400,000",SYA
12/17/2009,New York Stock Exchange,KRATON CORP,"$138,970,593",$13.50,"10,294,118",KRA
12/16/2009,New York Stock Exchange,"COBALT INTERNATIONAL ENERGY, INC.","$850,500,000",$13.50,"63,000,000",CIE
12/16/2009,New York Stock Exchange,TEAM HEALTH HOLDINGS INC.,"$159,600,000",$12,"13,300,000",TMH
12/11/2009,OTCBB,VYSTAR CORP,"$9,606,676",$2,"4,803,338",VYST
12/11/2009,OTCBB,"OXFORD CITY FOOTBALL CLUB, INC.","$2,019,850",$0.10,"20,198,500",OXFC
12/11/2009,New York Stock Exchange,"KAR AUCTION SERVICES, INC.","$300,000,000",$12,"25,000,000",KAR
12/11/2009,New York Stock Exchange,CONCORD MEDICAL SERVICES HOLDINGS LTD,"$132,000,000",$11,"12,000,000",CCM
12/10/2009,NASDAQ,CHINA NUOKANG BIO-PHARMACEUTICAL INC.,"$45,000,000",$9,"5,000,000",NKBP
12/9/2009,New York Stock Exchange,PEBBLEBROOK HOTEL TRUST,"$350,000,000",$20,"17,500,000",PEB
11/25/2009,OTCBB,DRS INC.,"$22,235,868",$1,"22,235,868",DRSX
11/25/2009,OTCBB,REVOLUTIONARY CONCEPTS INC,"$4,552,750",$1.25,"3,642,200",REVO
11/20/2009,OTCBB,"PLASTEC TECHNOLOGIES, LTD.","$36,000,000",$10,"3,600,000",GSMEF
11/20/2009,NASDAQ,"SOTERA DEFENSE SOLUTIONS, INC.","$59,800,000",$13,"4,600,000",GTEC
11/20/2009,New York Stock Exchange,7 DAYS GROUP HOLDINGS LTD,"$111,100,000",$11,"10,100,000",SVN
11/20/2009,NASDAQ,"ARCHIPELAGO LEARNING, INC.","$103,125,000",$16.50,"6,250,000",ARCL
11/20/2009,New York Stock Exchange,CLOUD PEAK ENERGY INC.,"$459,000,000",$15,"30,600,000",CLD
11/18/2009,NASDAQ,FORTINET INC,"$156,250,000",$12.50,"12,500,000",FTNT
11/18/2009,New York Stock Exchange,"UNITED STATES 12 MONTH NATURAL GAS FUND, LP","$1,500,000,000",$50,"30,000,000",UNL
11/16/2009,OTCBB,"ARISTA POWER, INC.","$7,600,000",$0.80,"9,500,000",WNDT
11/16/2009,New York Stock Exchange,ISHARES DIVERSIFIED ALTERNATIVES TRUST,"$1,000,000,000",$50,"20,000,000",ALT
11/13/2009,New York Stock Exchange,DOLLAR GENERAL CORP,"$716,100,000",$21,"34,100,000",DG
11/13/2009,NASDAQ,"RUE21, INC.","$128,543,303",$19,"6,765,437",RUE
11/10/2009,OTCBB,"WEED, INC.","$7,945,370",$5,"1,589,074",UNMN
11/6/2009,New York Stock Exchange,"STR HOLDINGS, INC.","$123,000,000",$10,"12,300,000",STRI
11/6/2009,New York Stock Exchange,"DUOYUAN PRINTING, INC.","$54,875,303",$8.50,"6,455,918",DYP
11/5/2009,NASDAQ,ANCESTRY.COM INC.,"$99,999,995",$13.50,"7,407,407",ACOM
11/5/2009,New York Stock Exchange,HYATT HOTELS CORP,"$950,000,000",$25,"38,000,000",H
11/2/2009,OTCBB,"INSPYR THERAPEUTICS, INC.","$21,931,582",$2,"10,965,791",GNSZ
10/28/2009,NASDAQ,ADDUS HOMECARE CORP,"$54,000,000",$10,"5,400,000",ADUS
10/28/2009,New York Stock Exchange,"VITAMIN SHOPPE, INC.","$154,633,309",$17,"9,096,077",VSI
10/23/2009,New York Stock Exchange,DOLE FOOD CO INC,"$446,437,500",$12.50,"35,715,000",DOLE
10/21/2009,NASDAQ,"AGA MEDICAL HOLDINGS, INC.","$199,375,000",$14.50,"13,750,000",AGAM
10/20/2009,NASDAQ,"ZST DIGITAL NETWORKS, INC.","$25,000,000",$8,"3,125,000",ZSTN
10/19/2009,NASDAQ,PENN MILLERS HOLDING CORP,"$67,722,210",$10,"6,772,221",PMIC
10/16/2009,NASDAQ,CHINA REAL ESTATE INFORMATION CORP,"$216,000,000",$12,"18,000,000",CRIC
10/13/2009,New York Stock Exchange,RAILAMERICA INC /DE,"$330,000,000",$15,"22,000,000",RA
10/8/2009,New York Stock Exchange,"MISTRAS GROUP, INC.","$108,750,000",$12.50,"8,700,000",MG
10/8/2009,NASDAQ,OMEROS CORP,"$68,200,000",$10,"6,820,000",OMER
10/7/2009,New York Stock Exchange,BANCO SANTANDER (BRASIL) S.A.,"$7,035,000,000",$13.40,"525,000,000",BSBR
10/7/2009,NASDAQ,"VERISK ANALYTICS, INC.","$1,875,500,000",$22,"85,250,000",VRSK
10/2/2009,NASDAQ,"ECHO GLOBAL LOGISTICS, INC.","$79,800,000",$14,"5,700,000",ECHO
10/2/2009,NASDAQ,EDUCATION MANAGEMENT CORP,"$360,000,000",$18,"20,000,000",EDMC
10/1/2009,NASDAQ,TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.,"$950,000,000",$19,"50,000,000",TLCR
9/25/2009,NASDAQ,SHANDA GAMES LTD,"$1,043,750,000",$12.50,"83,500,000",GAME
9/25/2009,New York Stock Exchange,SELECT MEDICAL HOLDINGS CORP,"$300,000,000",$10,"30,000,000",SEM
9/24/2009,NASDAQ,"B456 SYSTEMS, INC.","$380,436,764",$13.50,"28,180,501",AONE
9/24/2009,New York Stock Exchange,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.","$200,000,000",$20,"10,000,000",ARI
